leopard         ,-ɛpərd       ,
percentage      ,-ɛntɪdʒ      ,
cambridge       ,-eɪmbrɪdʒ    ,
lining          ,-aɪnɪŋ       ,
fewer           ,-uər         ,
coca            ,-oʊkə        ,
domino          ,-oʊ          ,
interference    ,-irəns       ,
unfaithful      ,-eɪθfəl      ,
toronto         ,-ɑntoʊ       ,
probe           ,-oʊb         ,
unaware         ,-ɜr          ,
spontaneous     ,-eɪniəs      ,
dedication      ,-eɪʃən       ,
frost           ,-ɔst         ,
goddamned       ,-æmd         ,
tad             ,-æd          ,
prosperity      ,-ɛrɪti       ,
haunt           ,-ɔnt         ,
traumatic       ,-ætɪk        ,
unfinished      ,-ɪnɪʃt       ,
successor       ,-ɛsər        ,
convent         ,-ɑnvɛnt      ,
loot            ,-ut          ,
sanctuary       ,-ɛri         ,
consequence     ,-ɛns         ,
falcon          ,-ɔlkən       ,
partial         ,-ɑrʃəl       ,
descent         ,-ɛnt         ,
bouncing        ,-aʊnsɪŋ      ,
chancellor      ,-ænsələr     ,
pluto           ,-utoʊ        ,
stool           ,-ul          ,
chalk           ,-ɔk          ,
cruelty         ,-uəlti       ,
tripping        ,-ɪpɪŋ        ,
flint           ,-ɪnt         ,
oppose          ,-oʊz         ,
worthwhile      ,-aɪl         ,
kite            ,-aɪt         ,
dim             ,-ɪm          ,
leash           ,-iʃ          ,
insight         ,-aɪt         ,
ada             ,-eɪdə        ,
consolation     ,-eɪʃən       ,
hungary         ,-əŋɡəri      ,
housewife       ,-aɪf         ,
pupil           ,-upəl        ,
suited          ,-utɪd        ,
pornography     ,-ɑgrəfi      ,
blair           ,-ɜr          ,
fluffy          ,-əfi         ,
hiroshima       ,-imɑ         ,
gag             ,-æɡ          ,
bandage         ,-ændɪdʒ      ,
analyze         ,-əlaɪz       ,
gutter          ,-ətər        ,
nobel           ,-ɛl          ,
mercury         ,-ɜrkjəri     ,
telescope       ,-oʊp         ,
ripping         ,-ɪpɪŋ        ,
memo            ,-ɛmoʊ        ,
baltimore       ,-oʊr         ,
hoffman         ,-ɑfmən       ,
antenna         ,-ɛnə         ,
sweeping        ,-ipɪŋ        ,
crutch          ,-ətʃ         ,
epidemic        ,-ɛmɪk        ,
coral           ,-ɔrəl        ,
mayday          ,-eɪdeɪ       ,
bourne          ,-oʊrn        ,
scrape          ,-eɪp         ,
annoy           ,-ɔɪ          ,
commanding      ,-ændɪŋ       ,
penetrate       ,-eɪt         ,
hash            ,-æʃ          ,
erica           ,-ɛrɪkə       ,
transition      ,-ɪʃən        ,
plaza           ,-ɑzə         ,
mourn           ,-oʊrn        ,
penguin         ,-ɛŋwɪn       ,
extinction      ,-ɪŋkʃən      ,
faculty         ,-ækəlti      ,
hog             ,-ɔɡ          ,
translator      ,-eɪtər       ,
criticize       ,-aɪz         ,
mentor          ,-ɛntoʊr      ,
wraith          ,-eɪθ         ,
chuckle         ,-əkəl        ,
excessive       ,-ɛsɪv        ,
skipper         ,-ɪpər        ,
bender          ,-ɛndər       ,
hypocrite       ,-ɪpəkrɪt     ,
buzzer          ,-əzər        ,
raft            ,-æft         ,
rendezvous      ,-u           ,
devastating     ,-eɪtɪŋ       ,
hindu           ,-ɪndu        ,
bravery         ,-eɪvəri      ,
brace           ,-eɪs         ,
morocco         ,-ɑkoʊ        ,
suicidal        ,-aɪdəl       ,
columbia        ,-əmbiə       ,
michigan        ,-ɪʃəɡən      ,
peru            ,-u           ,
scroll          ,-oʊl         ,
postpone        ,-oʊn         ,
valve           ,-ælv         ,
yield           ,-ild         ,
hitch           ,-ɪtʃ         ,
treasury        ,-ɛʒəri       ,
scarlet         ,-ɑrlɪt       ,
copenhagen      ,-eɪɡən       ,
distinguished   ,-ɪŋgwɪʃt     ,
beacon          ,-ikən        ,
flea            ,-i           ,
pea             ,-i           ,
snitch          ,-ɪtʃ         ,
admission       ,-ɪʃən        ,
distorted       ,-ɔrtɪd       ,
decorated       ,-eɪtɪd       ,
astonishing     ,-ɑnɪʃɪŋ      ,
powered         ,-aʊərd       ,
sly             ,-aɪ          ,
declaration     ,-eɪʃən       ,
tenant          ,-ɛnənt       ,
squadron        ,-ɑdrən       ,
sneaky          ,-iki         ,
inventory       ,-oʊri        ,
surround        ,-aʊnd        ,
arrogance       ,-ærəɡəns     ,
countdown       ,-aʊn         ,
toothpaste      ,-uθpeɪst     ,
rhyme           ,-aɪm         ,
bluff           ,-əf          ,
printing        ,-ɪntɪŋ       ,
squirt          ,-ɜrt         ,
cavalry         ,-ævəlri      ,
upright         ,-aɪt         ,
cube            ,-ub          ,
funk            ,-əŋk         ,
bennett         ,-ɛnɪt        ,
ops             ,-ɑps         ,
haste           ,-eɪst        ,
excess          ,-ɛs          ,
ignition        ,-ɪʃən        ,
slot            ,-ɑt          ,
boar            ,-oʊr         ,
martyr          ,-ɑrtər       ,
tempo           ,-ɛmpoʊ       ,
hussein         ,-eɪn         ,
meaningful      ,-inɪŋfəl     ,
willis          ,-ɪlɪs        ,
idiotic         ,-ɑtɪk        ,
boredom         ,-oʊrdəm      ,
dawson          ,-ɔsən        ,
undressed       ,-ɛst         ,
bleep           ,-ip          ,
batch           ,-ætʃ         ,
immature        ,-ʊr          ,
radius          ,-eɪdiəs      ,
comeback        ,-æk          ,
caress          ,-ɛs          ,
suspension      ,-ɛnʃən       ,
stanford        ,-ænfərd      ,
wheeler         ,-ilər        ,
midst           ,-ɪdst        ,
debut           ,-eɪbju       ,
dorian          ,-oʊriən      ,
poetic          ,-ɛtɪk        ,
liza            ,-aɪzə        ,
tornado         ,-eɪdoʊ       ,
heritage        ,-ɛrɪtɪdʒ     ,
mischief        ,-ɪstʃɪf      ,
discretion      ,-ɛʃən        ,
inconvenience   ,-injəns      ,
flare           ,-ɜr          ,
mohammed        ,-æmɪd        ,
virtual         ,-ɜrtʃuəl     ,
diplomatic      ,-ætɪk        ,
banner          ,-ænər        ,
colorado        ,-ædoʊ        ,
hangover        ,-oʊvər       ,
cynthia         ,-ɪnθiə       ,
eta             ,-eɪtɑ        ,
drip            ,-ɪp          ,
kettle          ,-ɛtəl        ,
idle            ,-aɪdəl       ,
guarded         ,-ɑrdɪd       ,
belgrade        ,-eɪd         ,
meditation      ,-eɪʃən       ,
educate         ,-eɪt         ,
chubby          ,-əbi         ,
vacant          ,-eɪkənt      ,
keyboard        ,-oʊrd        ,
panther         ,-ænθər       ,
woe             ,-oʊ          ,
troublesome     ,-əbəlsəm     ,
lotus           ,-oʊtəs       ,
summon          ,-əmən        ,
freeway         ,-iweɪ        ,
notorious       ,-oʊriəs      ,
irritating      ,-eɪtɪŋ       ,
heed            ,-id          ,
semen           ,-imən        ,
finch           ,-ɪntʃ        ,
siberia         ,-iriə        ,
mend            ,-ɛnd         ,
wildlife        ,-aɪf         ,
denver          ,-ɛnvər       ,
magnet          ,-ægnɪt       ,
rue             ,-u           ,
housekeeper     ,-ipər        ,
goo             ,-u           ,
significance    ,-ɪfəkəns     ,
impulse         ,-ɪmpəls      ,
poorly          ,-ʊrli        ,
sweetness       ,-itnɛs       ,
quarterback     ,-æk          ,
mare            ,-ɑreɪ        ,
infant          ,-ɪnfənt      ,
peer            ,-ir          ,
expertise       ,-iz          ,
awareness       ,-ɜrnɛs       ,
bourgeois       ,-ɑ           ,
circulation     ,-eɪʃən       ,
empress         ,-ɛmprɪs      ,
canteen         ,-in          ,
refreshing      ,-ɛʃɪŋ        ,
athletic        ,-ɛtɪk        ,
kat             ,-ɑt          ,
chimney         ,-ɪmni        ,
bikini          ,-ini         ,
clutch          ,-ətʃ         ,
bungalow        ,-oʊ          ,
mining          ,-aɪnɪŋ       ,
griffin         ,-ɪfɪn        ,
regain          ,-eɪn         ,
fireplace       ,-eɪs         ,
unlimited       ,-ɪmɪtɪd      ,
upsetting       ,-ɛtɪŋ        ,
motherland      ,-ænd         ,
hardcore        ,-oʊr         ,
trend           ,-ɛnd         ,
bidding         ,-ɪdɪŋ        ,
contempt        ,-ɛmpt        ,
icy             ,-aɪsi        ,
gao             ,-ɑoʊ         ,
posture         ,-ɑstʃər      ,
perish          ,-ɛrɪʃ        ,
sustain         ,-eɪn         ,
streak          ,-ik          ,
hassle          ,-æsəl        ,
sow             ,-oʊ          ,
climax          ,-aɪmæks      ,
epic            ,-ɛpɪk        ,
vietnamese      ,-iz          ,
barge           ,-ɑrdʒ        ,
tonic           ,-ɑnɪk        ,
shelley         ,-ɛli         ,
impose          ,-oʊz         ,
undone          ,-ən          ,
doe             ,-oʊ          ,
brooks          ,-ʊks         ,
weave           ,-iv          ,
southeast       ,-ist         ,
artery          ,-ɑrtəri      ,
dispute         ,-ut          ,
trivial         ,-iviəl       ,
goldfish        ,-ɪʃ          ,
vanity          ,-ænɪ_ti      ,
dent            ,-ɛnt         ,
jamaica         ,-eɪkə        ,
gadget          ,-ædʒɪt       ,
guided          ,-aɪdɪd       ,
trench          ,-ɛntʃ        ,
underpants      ,-ænts        ,
aloha           ,-oʊə         ,
warfare         ,-ɜr          ,
erection        ,-ɛkʃən       ,
auspicious      ,-ɪʃəs        ,
wagner          ,-ægnər       ,
plum            ,-əm          ,
intimacy        ,-ɪntəməsi    ,
descend         ,-ɛnd         ,
lime            ,-aɪm         ,
journalism      ,-əlɪzəm      ,
bosnia          ,-ɑzniə       ,
abyss           ,-ɪs          ,
pending         ,-ɛndɪŋ       ,
privileged      ,-ɪvəlɪdʒd    ,
diploma         ,-oʊmə        ,
gravy           ,-eɪvi        ,
conventional    ,-ɛnʃənəl     ,
cum             ,-əm          ,
commotion       ,-oʊʃən       ,
drought         ,-aʊt         ,
posh            ,-ɑʃ          ,
bumper          ,-əmpər       ,
dense           ,-ɛns         ,
senile          ,-inaɪl       ,
cosmos          ,-ɑzməs       ,
delete          ,-it          ,
farming         ,-ɑrmɪŋ       ,
nova            ,-oʊvə        ,
canvas          ,-ænvəs       ,
brent           ,-ɛnt         ,
cuff            ,-əf          ,
belgium         ,-ɛldʒəm      ,
boone           ,-un          ,
symbolic        ,-ɑlɪk        ,
sculpture       ,-əlptʃər     ,
hyderabad       ,-aɪdʊrʊbæd   ,
membership      ,-ɪp          ,
needy           ,-idi         ,
literary        ,-ɛri         ,
whoop           ,-up          ,
automobile      ,-il          ,
hardy           ,-ɑrdi        ,
lefty           ,-ɛfti        ,
burgundy        ,-ɜrgəndi     ,
informer        ,-ɔrmər       ,
tile            ,-aɪl         ,
plaster         ,-æstər       ,
consumer        ,-umər        ,
pineapple       ,-æpəl        ,
polo            ,-oʊloʊ       ,
muffin          ,-əfɪn        ,
reel            ,-il          ,
tread           ,-ɛd          ,
troll           ,-oʊl         ,
concentrated    ,-eɪtɪd       ,
lucifer         ,-usəfər      ,
islamic         ,-æmɪk        ,
predictable     ,-ɪktəbəl     ,
briefing        ,-ifɪŋ        ,
specimen        ,-ɛsəmən      ,
caretaker       ,-eɪkər       ,
ogre            ,-oʊɡər       ,
saliva          ,-aɪvə        ,
compensate      ,-eɪt         ,
crate           ,-eɪt         ,
cowardly        ,-aʊərdli     ,
hart            ,-ɑrt         ,
feedback        ,-æk          ,
commerce        ,-ɑmərs       ,
mushroom        ,-əʃrum       ,
tighten         ,-aɪtən       ,
chaplin         ,-æplən       ,
consulate       ,-ɑnsəlɪt     ,
panda           ,-ændə        ,
exploit         ,-ɔɪt         ,
paycheck        ,-ɛk          ,
mold            ,-oʊld        ,
homemade        ,-eɪd         ,
armored         ,-ɑrmərd      ,
accustomed      ,-əstəmd      ,
lama            ,-ɑmə         ,
convoy          ,-ɑnvOi       ,
shady           ,-eɪdi        ,
notch           ,-ɑtʃ         ,
nevada          ,-ædə         ,
secrecy         ,-ikrisi      ,
limb            ,-ɪm          ,
baton           ,-ɑn          ,
insecure        ,-ʊr          ,
manly           ,-ænli        ,
composed        ,-oʊzd        ,
jewellery       ,-uəlri       ,
touchdown       ,-aʊn         ,
flexible        ,-ɛksəbəl     ,
remorse         ,-ɔrs         ,
rejection       ,-ɛkʃən       ,
handbag         ,-æɡ          ,
emerald         ,-ɛmərəld     ,
risen           ,-ɪzən        ,
woof            ,-uf          ,
organism        ,-ɪzəm        ,
frustration     ,-eɪʃən       ,
rocker          ,-ɑkər        ,
herbal          ,-ɜrbəl       ,
diabetes        ,-itɪs        ,
pest            ,-ɛst         ,
stance          ,-æns         ,
disconnected    ,-ɛktɪd       ,
opium           ,-oʊpiəm      ,
nosy            ,-oʊzi        ,
hippie          ,-ɪpi         ,
hydrogen        ,-aɪdrədʒən   ,
informant       ,-ɔrmənt      ,
yogurt          ,-oʊɡərt      ,
inhale          ,-eɪl         ,
subtitle        ,-aɪtəl       ,
employ          ,-ɔɪ          ,
shutter         ,-ətər        ,
loft            ,-ɔft         ,
qualify         ,-aɪ          ,
motorbike       ,-aɪk         ,
canned          ,-ænd         ,
howl            ,-aʊl         ,
scope           ,-oʊp         ,
asset           ,-æsɛt        ,
swift           ,-ɪft         ,
alias           ,-eɪliəs      ,
sideways        ,-eɪz         ,
goon            ,-un          ,
royalty         ,-ɔɪəlti      ,
ounce           ,-aʊns        ,
romania         ,-ynjɑ        ,
brussels        ,-əsəlz       ,
yank            ,-æŋk         ,
coop            ,-up          ,
believer        ,-ivər        ,
steep           ,-ip          ,
grape           ,-eɪp         ,
dung            ,-əŋ          ,
maths           ,-æθs         ,
overdose        ,-oʊs         ,
itch            ,-ɪtʃ         ,
stingy          ,-ɪŋi         ,
mythology       ,-ɑlədʒi      ,
doorstep        ,-ɛp          ,
influential     ,-ɛnʃəl       ,
sierra          ,-ɛrə         ,
concussion      ,-əʃən        ,
imprisonment    ,-ɪzənmənt    ,
despicable      ,-ɛspɪkəbəl   ,
hound           ,-aʊnd        ,
penelope        ,-ɛləpi       ,
rust            ,-əst         ,
cassette        ,-ɛt          ,
matrix          ,-ætrɪx       ,
squash          ,-ɑʃ          ,
stepfather      ,-ɑðər        ,
builder         ,-ɪldər       ,
crude           ,-ud          ,
dory            ,-oʊri        ,
airborne        ,-oʊrn        ,
eater           ,-itər        ,
mississippi     ,-ɪpi         ,
sympathetic     ,-ɛtɪk        ,
unreal          ,-iəl         ,
nipple          ,-ɪpəl        ,
wretch          ,-ɛttʃ        ,
cynical         ,-ɪnɪkəl      ,
mil             ,-ɪl          ,
decorate        ,-eɪt         ,
absorbed        ,-ɔrbd        ,
gender          ,-ɛndər       ,
flora           ,-oʊrə        ,
dominate        ,-eɪt         ,
intensive       ,-ɛnsɪv       ,
rogers          ,-ɑdʒərz      ,
yale            ,-eɪl         ,
cain            ,-eɪn         ,
demolition      ,-ɪʃən        ,
depart          ,-ɑrt         ,
resemble        ,-ɛmbəl       ,
remedy          ,-ɛmɪdi       ,
nile            ,-aɪl         ,
composition     ,-ɪʃən        ,
mango           ,-æŋoʊ        ,
cocoa           ,-oʊkoʊ       ,
curb            ,-ɜrb         ,
seminar         ,-ɑr          ,
kangaroo        ,-u           ,
paste           ,-eɪst        ,
tavern          ,-ævərn       ,
abbey           ,-æbi         ,
greasy          ,-isi         ,
goofy           ,-ufi         ,
lasting         ,-æstɪŋ       ,
tyrant          ,-aɪrənt      ,
brag            ,-æɡ          ,
consul          ,-ɑnsəl       ,
munich          ,-unɪk        ,
dependent       ,-ɛndənt      ,
pneumonia       ,-oʊnjə       ,
condemn         ,-ɛm          ,
ares            ,-ɜriz        ,
mist            ,-ɪst         ,
awe             ,-ɔ           ,
monument        ,-ɑnjəmənt    ,
stepmother      ,-əðər        ,
slug            ,-əɡ          ,
greenhouse      ,-aʊs         ,
conclude        ,-ud          ,
deception       ,-ɛpʃən       ,
acceptance      ,-ɛptəns      ,
marrow          ,-æroʊ        ,
serum           ,-irəm        ,
twilight        ,-aɪt         ,
seizure         ,-izjur       ,
breaker         ,-eɪkər       ,
babylon         ,-æbələn      ,
distribute      ,-ɪbjut       ,
tolerance       ,-ɑlərəns     ,
fiber           ,-aɪbər       ,
doorman         ,-æn          ,
tarzan          ,-ɑrzən       ,
wrestle         ,-ɛsəl        ,
groove          ,-uv          ,
inmate          ,-eɪt         ,
headline        ,-aɪn         ,
supportive      ,-oʊrtɪv      ,
porridge        ,-ɔrɪdʒ       ,
dreamer         ,-imər        ,
biblical        ,-ɪblɪkəl     ,
intruder        ,-udər        ,
overhead        ,-ɛd          ,
sermon          ,-ɜrmən       ,
swelling        ,-ɛliŋ        ,
cub             ,-əb          ,
intensity       ,-ɛnsɪti      ,
collateral      ,-ætərəl      ,
douche          ,-uʃ          ,
veteran         ,-ɛtərən      ,
sinister        ,-ɪnɪstər     ,
continuous      ,-ɪnjuəs      ,
deb             ,-ɛb          ,
batter          ,-ætər        ,
payroll         ,-eɪroʊl      ,
bronze          ,-ɑnz         ,
torpedo         ,-idoʊ        ,
server          ,-ɜrvər       ,
tempered        ,-ɛmpərd      ,
bomber          ,-ɑmər        ,
cologne         ,-oʊn         ,
extensive       ,-ɛnsɪv       ,
gore            ,-oʊr         ,
rim             ,-ɪm          ,
disturbance     ,-ɜrbəns      ,
mailbox         ,-eɪlbɑks     ,
dresser         ,-ɛsər        ,
hub             ,-əb          ,
slate           ,-eɪt         ,
raven           ,-eɪvən       ,
hideout         ,-aʊt         ,
piper           ,-aɪpər       ,
oklahoma        ,-oʊmə        ,
bankruptcy      ,-æŋkrəptsi   ,
screening       ,-inɪŋ        ,
particle        ,-ɑrtɪkəl     ,
errand          ,-ɛrənd       ,
basil           ,-æzəl        ,
fling           ,-ɪŋ          ,
rugby           ,-əgbi        ,
wager           ,-eɪdʒər      ,
tsunami         ,-ɑmi         ,
collier         ,-ɑljər       ,
flop            ,-ɑp          ,
diarrhea        ,-iə          ,
strengthen      ,-ɛŋkθən      ,
memorize        ,-aɪz         ,
tempting        ,-ɛmptɪŋ      ,
necessity       ,-ɛsɪti       ,
mills           ,-ɪlz         ,
upbeat          ,-it          ,
distinguish     ,-ɪŋgwɪʃ      ,
amnesia         ,-iʒə         ,
awaken          ,-eɪkən       ,
hull            ,-əl          ,
scottish        ,-ɑtɪʃ        ,
spectacle       ,-ɛktəkəl     ,
consume         ,-um          ,
dah             ,-ɑ           ,
depot           ,-ipoʊ        ,
prop            ,-ɑp          ,
cuddle          ,-ədəl        ,
windshield      ,-ild         ,
masculine       ,-æskjəlɪn    ,
tremble         ,-ɛmbəl       ,
ripper          ,-ipər        ,
cheater         ,-itər        ,
newman          ,-umən        ,
romanian        ,-eɪniən      ,
grumpy          ,-əmpi        ,
cork            ,-ɔrk         ,
parasite        ,-ærəsaɪt     ,
trillion        ,-ɪljən       ,
litter          ,-ɪtər        ,
filing          ,-aɪliŋ       ,
benedict        ,-ɛnɪdɪkt     ,
shannon         ,-ænən        ,
scorpion        ,-ɔrpiən      ,
watermelon      ,-ɛlən        ,
filter          ,-ɪltər       ,
obstacle        ,-ɑbstəkəl    ,
vaccine         ,-in          ,
dyke            ,-aɪk         ,
tesla           ,-ɛslə        ,
impotent        ,-ɪmpətənt    ,
courthouse      ,-aʊs         ,
damp            ,-æmp         ,
eccentric       ,-ɛntrɪk      ,
unarmed         ,-ɑrmd        ,
beatrice        ,-itʃɛ        ,
cloak           ,-oʊk         ,
broadcasting    ,-æstɪŋ       ,
pluck           ,-ək          ,
multiply        ,-aɪ          ,
infirmary       ,-ɜrməri      ,
heater          ,-itər        ,
flick           ,-ɪk          ,
sawyer          ,-ɔjər        ,
balanced        ,-ælənst      ,
colt            ,-oʊlt        ,
ashtray         ,-eɪ          ,
beckett         ,-ɛkɪt        ,
bladder         ,-ædər        ,
silvia          ,-ɪlviə       ,
protector       ,-ɛktər       ,
virtuous        ,-ɜrtʃuəs     ,
chant           ,-ænt         ,
hajji           ,-ædʒi        ,
viola           ,-aɪələ       ,
patriot         ,-eɪtriət     ,
corny           ,-ɔrni        ,
ramp            ,-æmp         ,
staged          ,-eɪdʒd       ,
resolution      ,-uʃən        ,
beau            ,-oʊ          ,
riches          ,-itʃɪz       ,
basque          ,-æsk         ,
pulp            ,-əlp         ,
doorway         ,-eɪ          ,
wyatt           ,-aɪət        ,
skilled         ,-ɪld         ,
lisbon          ,-ɪzbən       ,
departed        ,-ɑrtɪd       ,
bruise          ,-uz          ,
babbling        ,-æblɪŋ       ,
alleged         ,-ɛdʒd        ,
rapist          ,-eɪpɪst      ,
transparent     ,-ærənt       ,
interpret       ,-ɜrprɪt      ,
outsider        ,-aɪdər       ,
frederick       ,-ɛdrɪk       ,
arc             ,-ɑrk         ,
postman         ,-oʊstmən     ,
slope           ,-oʊp         ,
sensational     ,-eɪʃənəl     ,
eddy            ,-ɛdi         ,
cyrus           ,-aɪrəs       ,
prospect        ,-ɑspɛkt      ,
pow             ,-oʊ          ,
catastrophic    ,-ɑfɪk        ,
gringo          ,-ɪŋɡoʊ       ,
freshen         ,-ɛʃən        ,
offspring       ,-ɪŋ          ,
kinky           ,-ɪŋki        ,
uneasy          ,-izi         ,
ancestor        ,-ænsɛstər    ,
pitt            ,-ɪt          ,
fusion          ,-uʒən        ,
itchy           ,-ɪtʃi        ,
commence        ,-ɛns         ,
jab             ,-æb          ,
horoscope       ,-oʊp         ,
flashing        ,-æʃɪŋ        ,
dusk            ,-əsk         ,
cod             ,-ɑd          ,
bookstore       ,-oʊr         ,
retiring        ,-aɪərɪŋ      ,
muddy           ,-ədi         ,
belonging       ,-ɔŋɪŋ        ,
felony          ,-ɛləni       ,
unnatural       ,-ætʃərəl     ,
dryer           ,-aɪər        ,
dwell           ,-ɛl          ,
tablet          ,-æblɪt       ,
melon           ,-ɛlən        ,
crotch          ,-ɑtʃ         ,
chic            ,-ik          ,
skunk           ,-əŋk         ,
sincerity       ,-ɛrɪti       ,
controversial   ,-ɜrʃəl       ,
driveway        ,-eɪ          ,
sabotage        ,-ɑʒ          ,
minority        ,-ɔrɪti       ,
parted          ,-ærtɪd       ,
picky           ,-ɪki         ,
receiver        ,-ivər        ,
superstitious   ,-ɪʃəs        ,
finn            ,-ɪn          ,
watchman        ,-ɑtʃmən      ,
noel            ,-ɛl          ,
ting            ,-ɪŋ          ,
founder         ,-aʊndər      ,
dialect         ,-ɛkt         ,
critic          ,-ɪtɪk        ,
beforehand      ,-ænd         ,
morrison        ,-ɔrɪsən      ,
crushing        ,-əʃɪŋ        ,
fraternity      ,-ɜrnɪti      ,
paranoia        ,-ɔɪə         ,
baking          ,-eɪkɪŋ       ,
sinclair        ,-ɜr          ,
clause          ,-ɔz          ,
immoral         ,-ɔrəl        ,
sovereign       ,-ɑvrɪn       ,
kappa           ,-æpə         ,
staircase       ,-eɪs         ,
counterfeit     ,-aʊntərfɪt   ,
shaman          ,-ɑmən        ,
intercept       ,-ɛpt         ,
vertical        ,-ɜrtɪkəl     ,
hasty           ,-eɪsti       ,
persistent      ,-ɪstənt      ,
intern          ,-ɪntɜrn      ,
binoculars      ,-ɑkjʊləz     ,
mutant          ,-utənt       ,
doughnut        ,-oʊnət       ,
pronounced      ,-aʊnst       ,
cashier         ,-ir          ,
brunette        ,-ɛt          ,
wen             ,-ɛn          ,
thinner         ,-ɪnər        ,
omen            ,-oʊmən       ,
congregation    ,-eɪʃən       ,
flaw            ,-ɔ           ,
progressive     ,-ɛsɪv        ,
hamster         ,-æmstər      ,
forecast        ,-æst         ,
cora            ,-oʊrə        ,
chauffeur       ,-oʊfər       ,
tendency        ,-ɛndənsi     ,
dalton          ,-ɔltən       ,
domain          ,-eɪn         ,
isolate         ,-eɪt         ,
superficial     ,-ɪʃəl        ,
gibson          ,-ɪbsən       ,
manifest        ,-ɛst         ,
patriotic       ,-ətɪk        ,
trainee         ,-i           ,
lordship        ,-ɔrdʃɪp      ,
keller          ,-ɛlər        ,
downhill        ,-ɪl          ,
infamous        ,-ɪnfəməs     ,
lettuce         ,-ɛtɪs        ,
penthouse       ,-aʊs         ,
prejudice       ,-ɛdʒədɪs     ,
affecting       ,-ɛktɪŋ       ,
lenin           ,-ɛnɪn        ,
bali            ,-ɑli         ,
attach          ,-ætʃ         ,
amused          ,-uzd         ,
marsh           ,-ɑrʃ         ,
lesser          ,-ɛsər        ,
desperation     ,-eɪʃən       ,
console         ,-ɑnsoʊl      ,
subedit         ,-ɛdɪt        ,
trek            ,-ɛk          ,
spotlight       ,-aɪt         ,
ref             ,-ɛf          ,
dioxide         ,-ɑksaɪd      ,
revive          ,-aɪv         ,
regulation      ,-eɪʃən       ,
assessment      ,-ɛsmənt      ,
slimy           ,-aɪmi        ,
lotion          ,-oʊʃən       ,
convey          ,-eɪ          ,
pianist         ,-ænɪst       ,
boiler          ,-ɔɪlər       ,
babu            ,-ɑbu         ,
fiery           ,-aɪəri       ,
rhino           ,-aɪnoʊ       ,
windy           ,-ɪndi        ,
geneva          ,-ivə         ,
substantial     ,-ænʃəl       ,
ankara          ,-ɑnkɑrɑ      ,
birdie          ,-ɜrdi        ,
amendment       ,-ɛndmənt     ,
jumbo           ,-əmboʊ       ,
ell             ,-ɛl          ,
panama          ,-ɑ           ,
tam             ,-æm          ,
procession      ,-ɛʃən        ,
tram            ,-æm          ,
obedient        ,-idiənt      ,
infantry        ,-ɪnfəntri    ,
brew            ,-u           ,
quota           ,-oʊtə        ,
pancake         ,-ænkeɪk      ,
evolve          ,-ɑlv         ,
pastry          ,-eɪstri      ,
cassandra       ,-ændrə       ,
gem             ,-ɛm          ,
melancholy      ,-ɑli         ,
wireless        ,-aɪəlɛs      ,
algeria         ,-iriə        ,
confined        ,-aɪnd        ,
plasma          ,-æzmə        ,
peck            ,-ɛk          ,
crackling       ,-æklɪŋ       ,
comply          ,-aɪ          ,
arabia          ,-eɪbiə       ,
accordion       ,-ɔrdiən      ,
bloodshed       ,-ɛd          ,
gramps          ,-æmps        ,
interrogate     ,-eɪt         ,
nostradamus     ,-eɪməs       ,
frontier        ,-ir          ,
shush           ,-əʃ          ,
tempt           ,-ɛmpt        ,
whitey          ,-aɪti        ,
homey           ,-oʊmi        ,
overdo          ,-u           ,
buff            ,-əf          ,
incense         ,-ɪnsɛns      ,
defy            ,-aɪ          ,
acquire         ,-aɪər        ,
lever           ,-ivɜr        ,
cheetah         ,-itə         ,
cucumber        ,-ukəmbər     ,
twinkle         ,-ɪŋkəl       ,
productive      ,-əktɪv       ,
sonar           ,-oʊnɑr       ,
mozart          ,-oʊtsɑrt     ,
dynamic         ,-æmɪk        ,
alternate       ,-ɔltərnət    ,
tee             ,-i           ,
mandarin        ,-ændərɪn     ,
crunch          ,-əntʃ        ,
legion          ,-idʒən       ,
federation      ,-eɪʃən       ,
surroundings    ,-æʊndɪŋz     ,
miniature       ,-ɪniətʃər    ,
distinct        ,-ɪŋkt        ,
parcel          ,-ɑrsəl       ,
conditioner     ,-ɪʃənər      ,
getaway         ,-eɪ          ,
dungeon         ,-əndʒən      ,
saviour         ,-eɪvjər      ,
saturn          ,-ætərn       ,
install         ,-ɔl          ,
fertile         ,-ɜrtəl       ,
acute           ,-ut          ,
precision       ,-ɪʒən        ,
jog             ,-ɑɡ          ,
spoilt          ,-ɔɪlt        ,
cramp           ,-æmp         ,
decoration      ,-eɪʃən       ,
insert          ,-ərt         ,
piglet          ,-ɪglɪt       ,
trout           ,-aʊt         ,
lighthouse      ,-aʊs         ,
vein            ,-eɪn         ,
stem            ,-ɛm          ,
detector        ,-ɛktər       ,
everlasting     ,-æstɪŋ       ,
sahib           ,-ɑɪb         ,
truce           ,-us          ,
loaf            ,-oʊf         ,
snail           ,-eɪl         ,
occasional      ,-eɪʒənəl     ,
nay             ,-eɪ          ,
carve           ,-ɑrv         ,
sodium          ,-oʊdiəm      ,
bolivia         ,-ɪviə        ,
holocaust       ,-ɔst         ,
spinal          ,-aɪnəl       ,
tame            ,-eɪm         ,
attendance      ,-ɛndəns      ,
cognac          ,-oʊnjæk      ,
maxim           ,-æksɪm       ,
contestant      ,-ɛstənt      ,
